cmt-Person,Person is a SuperClassOf ProgramCommitteeMember and is a SuperClassOf ExternalReviewer and is a SuperClassOf User and is a SuperClassOf ConferenceMember and is a SuperClassOf Chairman and hasConflictOfInterest Document
cmt-Preference,Preference
cmt-ProgramCommittee,ProgramCommittee hasProgramCommitteeMember ProgramCommitteeMember
cmt-ProgramCommitteeChair,ProgramCommitteeChair is a SubClassOf ProgramCommitteeMember and endReview Review
cmt-ProgramCommitteeMember,ProgramCommitteeMember is a SubClassOf ConferenceMember and is a SubClassOf Person and is a SuperClassOf ProgramCommitteeChair and addedBy Administrator and memberOfProgramCommittee ProgramCommittee
cmt-Rejection,Rejection is a SubClassOf Decision
cmt-Review,Review is a SubClassOf Document and is a SuperClassOf Meta-Review and writtenBy Reviewer
cmt-Reviewer,Reviewer is a SubClassOf User and is a SubClassOf ConferenceMember and is a SuperClassOf Meta-Reviewer and adjustBid Bid and assignExternalReviewer ExternalReviewer and assignedByAdministrator Administrator and hasBeenAssigned Paper and readPaper Paper and writeReview Review
cmt-SubjectArea,SubjectArea
cmt-User,User is a SubClassOf Person and is a SuperClassOf Reviewer and is a SuperClassOf Author and is a SuperClassOf Administrator
cmt-Thing,Thing is a SuperClassOf Conference
iasted-Accepting_manuscript,Accepting manuscript is a SubClassOf Activity before conference
iasted-Activity,Activity is a SuperClassOf Activity before conference and is a SuperClassOf Activity after conference and is a SuperClassOf Conference activity and is held after Time and is held before Time and is held in Place or Time
iasted-Activity_after_conference,Activity after conference is a SubClassOf Activity and is a SubClassOf some is held after Conference days and is a SuperClassOf Departure and is a SuperClassOf Full day tour
iasted-Activity_before_conference,Activity before conference is a SubClassOf some is held before Conference days and is a SubClassOf Activity and is a SuperClassOf Renting and is a SuperClassOf Research and is a SuperClassOf Accepting manuscript and is a SuperClassOf Receiving manuscript and is a SuperClassOf Refusing manuscript
iasted-Audiovisual_equipment,Audiovisual equipment is a SubClassOf some is situated in Session room and is a SubClassOf Item and is a SubClassOf some is used by Speaker and is a SubClassOf some is designed for Listener and is a SuperClassOf Overhead projector and is a SuperClassOf Computer and is a SuperClassOf LCD projector and is a SuperClassOf Video cassette player
iasted-Author,Author is a SubClassOf Speaker and is a SubClassOf some prepare Transparency and is a SubClassOf some give Brief introduction for Session chair and is a SuperClassOf Author book proceedings included and is a SuperClassOf Author cd proceedings included and is a SuperClassOf Plenary lecture speaker and is a SuperClassOf Lecturer and is a SuperClassOf Tutorial speaker
iasted-Author_attendee_book_registration_fee,Author attendee book registration fee is a SubClassOf Registration fee and is a SubClassOf some is paid for Book proceeding
iasted-Author_attendee_cd_registration_fee,Author attendee cd registration fee is a SubClassOf some is paid for Cd proceening and is a SubClassOf Registration fee
iasted-Author_book_proceedings_included,Author book proceedings included is a SubClassOf some obtain Book proceeding and is a SubClassOf Author
iasted-Author_cd_proceedings_included,Author cd proceedings included is a SubClassOf some obtain Cd proceening and is a SubClassOf Author
iasted-Author_information_form,Author information form is a SubClassOf Form and is a SubClassOf some is sent after Deadline for notification of acceptance
iasted-Bank_transfer,Bank transfer is a SubClassOf Payment document
iasted-Book_proceeding,Book proceeding is a SubClassOf Publication
iasted-Brief_introduction_for_Session_chair,Brief introduction for Session chair is a SubClassOf Document and is a SubClassOf some is given by Author and is a SubClassOf some is given to Session chair
iasted-Building,Building is a SubClassOf Place and is a SuperClassOf Conference building and is a SuperClassOf Conference restaurant and is a SuperClassOf Conference hotel and is a SuperClassOf Conference airport and is a SuperClassOf Presenter university and is a SuperClassOf Sponsor company house and is a SuperClassOf Presenter house
iasted-Camera_ready_manuscript_deadline,Camera ready manuscript deadline is a SubClassOf Deadline
iasted-Car,Car is a SubClassOf Transport vehicle
iasted-Card,Card is a SubClassOf Item and is a SuperClassOf Credit card
iasted-Cd_proceening,Cd proceening is a SubClassOf Publication
iasted-Cheque,Cheque is a SubClassOf Payment document
iasted-City,City is a SubClassOf Thing and is a SubClassOf some is situated in State and is a SuperClassOf Trip city and is a SuperClassOf Presenter city and is a SuperClassOf Sponsor city and is a SuperClassOf Conference city
iasted-Coctail_reception,Coctail reception is a SubClassOf some is designed for Delegate and is a SubClassOf Conference activity
iasted-Coffee_break,Coffee break is a SubClassOf Conference activity and is a SubClassOf some is designed for Delegate
iasted-Computer,Computer is a SubClassOf Audiovisual equipment
iasted-Conference_Hiker,Conference Hiker is a SubClassOf Delegate
iasted-Conference_activity,Conference activity is a SubClassOf some is held in Conference days and is a SubClassOf Activity and is a SubClassOf some is held in Conference state and is a SuperClassOf Technic activity and is a SuperClassOf Welcome address and is a SuperClassOf Coctail reception and is a SuperClassOf Social program and is a SuperClassOf Introduction and is a SuperClassOf Lecture and is a SuperClassOf Presentation and is a SuperClassOf Registration and is a SuperClassOf Coffee break
iasted-Conference_airport,Conference airport is a SubClassOf some is situated in Conference state and is a SubClassOf some is situated in Conference city and is a SubClassOf Building
iasted-Conference_building,Conference building is a SubClassOf some is situated in Conference state and is a SubClassOf some is situated in Conference city and is a SubClassOf Building and is a SubClassOf some is occupied by Delegate
iasted-Conference_city,Conference city is a SubClassOf some is visited by Delegate and is a SubClassOf City
iasted-Conference_days,Conference days is a SubClassOf Time and is a SubClassOf some is designed for Delegate and is a SuperClassOf One conference day
iasted-Conference_hall,Conference hall is a SubClassOf Place and is a SubClassOf some is situated in Conference building
iasted-Conference_hotel,Conference hotel is a SubClassOf Building and is a SubClassOf some is situated in Conference city and is a SubClassOf some is designed for Hotel presenter and is a SubClassOf some is situated in Conference state
iasted-Conference_restaurant,Conference restaurant is a SubClassOf some is situated in Conference city and is a SubClassOf some is situated in Conference state and is a SubClassOf some is occupied by Delegate and is a SubClassOf Building
iasted-Conference_state,Conference state is a SubClassOf some is visited by Delegate and is a SubClassOf State
iasted-Credit_card,Credit card is a SubClassOf Card and is a SubClassOf some is designed for Fee or Sponzorship or Tax
iasted-Currency,Currency
iasted-Deadline,Deadline is a SubClassOf some is designed for Delegate and is a SubClassOf Time and is a SuperClassOf Deadline for notification of acceptance and is a SuperClassOf Camera ready manuscript deadline and is a SuperClassOf Deadline hotel reservation and is a SuperClassOf Registation deadline and is a SuperClassOf Submissions deadline
iasted-Deadline_for_notification_of_acceptance,Deadline for notification of acceptance is a SubClassOf Deadline
iasted-Deadline_hotel_reservation,Deadline hotel reservation is a SubClassOf Deadline
iasted-Delegate,Delegate is a SubClassOf some pay Registration fee and is a SubClassOf some send Registration form and is a SubClassOf some occupy Presenter house and is a SubClassOf some need Viza and is a SubClassOf Person and is a SubClassOf some occupy Presenter city and is a SubClassOf some occupy Presenter state and is a SubClassOf some obtain Invitation letter and is a SuperClassOf Speaker and is a SuperClassOf Session chair and is a SuperClassOf Hotel presenter and is a SuperClassOf Listener and is a SuperClassOf IASTED non member and is a SuperClassOf Technical commitee and is a SuperClassOf IASTED member and is a SuperClassOf Non speaker and is a SuperClassOf One day presenter and is a SuperClassOf Conference Hiker
iasted-Departure,Departure is a SubClassOf Activity after conference
iasted-Departure_tax,Departure tax is a SubClassOf some is designed for Departure and is a SubClassOf Tax
iasted-Dinner_banquet,Dinner banquet is a SubClassOf Social program and is a SubClassOf some is designed for not One day presenter
iasted-Document,Document is a SubClassOf Item and is a SuperClassOf Brief introduction for Session chair and is a SuperClassOf Form and is a SuperClassOf Record of attendance and is a SuperClassOf Transparency and is a SuperClassOf Payment document and is a SuperClassOf Mailing list and is a SuperClassOf Submission and is a SuperClassOf Review and is a SuperClassOf Viza and is a SuperClassOf Invitation letter
iasted-Double_hotel_room,Double hotel room is a SubClassOf Hotel room
iasted-Fee,Fee is a SubClassOf Money and is a SubClassOf some is paid with Credit card or Payment document and is a SuperClassOf Hotel fee and is a SuperClassOf Fee for extra trip and is a SuperClassOf Registration fee
iasted-Fee_for_extra_trip,Fee for extra trip is a SubClassOf Fee and is a SubClassOf some is paid by Conference Hiker and is a SubClassOf some is paid for Full day tour
iasted-Final_manuscript,Final manuscript is a SubClassOf some go through Accepting manuscript and is a SubClassOf Submission
iasted-Form,Form is a SubClassOf Document and is a SubClassOf some is given to Delegate and is a SuperClassOf Author information form and is a SuperClassOf Hotel registration form and is a SuperClassOf Registration form
iasted-Full_day_tour,Full day tour is a SubClassOf some is held in Trip day and is a SubClassOf Activity after conference and is a SubClassOf some is designed for Delegate and is a SubClassOf some is held in Trip city
iasted-Hotel_fee,Hotel fee is a SubClassOf Fee and is a SubClassOf some is paid by Hotel presenter
iasted-Hotel_presenter,Hotel presenter is a SubClassOf both some occupy Conference hotel and some pay Hotel fee and is a SubClassOf Delegate
iasted-Hotel_registration_form,Hotel registration form is a SubClassOf some is sent before Deadline hotel reservation and is a SubClassOf Form
iasted-Hotel_room,Hotel room is a SubClassOf some is situated in Conference hotel and is a SubClassOf Place and is a SubClassOf some is designed for Hotel presenter and is a SuperClassOf Single hotel room and is a SuperClassOf Double hotel room
iasted-IASTED_member,IASTED member is a SubClassOf Delegate
iasted-IASTED_non_member,IASTED non member is a SubClassOf Delegate
iasted-Initial_manuscipt,Initial manuscipt is a SubClassOf Submission and is a SubClassOf some go through Refusing manuscript
iasted-Introduction,Introduction is a SubClassOf Conference activity and is a SuperClassOf Introduction of speaker
iasted-Introduction_of_speaker,Introduction of speaker is a SubClassOf Introduction
iasted-Invitation_letter,Invitation letter is a SubClassOf some is designed for Delegate and is a SubClassOf Document
iasted-Item,Item is a SuperClassOf Document and is a SuperClassOf Card and is a SuperClassOf Publication and is a SuperClassOf Transport vehicle and is a SuperClassOf Audiovisual equipment and go through Activity and is given to Person and is made from Item and is needed for Person and is prepared by Person and is sent after Time and is sent before Time and is sent by Person and is signed by Person and is used by Person and is used for Activity or Money and is writen by Person
iasted-LCD_projector,LCD projector is a SubClassOf Audiovisual equipment
iasted-Lecture,Lecture is a SubClassOf Conference activity and is a SubClassOf some is designed for Listener and is a SuperClassOf Tutorial and is a SuperClassOf Plenary lecture and is a SuperClassOf Session
iasted-Lecturer,Lecturer is a SubClassOf Author and is a SubClassOf some speak in Session room and is a SuperClassOf Worker lecturer and is a SuperClassOf Student lecturer
iasted-Listener,Listener is a SubClassOf Delegate and is a SubClassOf some is present in Conference hall or Session room and is a SubClassOf some sign Record of attendance
iasted-Mailing_list,Mailing list is a SubClassOf Document and is a SubClassOf some is designed for Delegate
iasted-Main_office,Main office is a SubClassOf Place
iasted-Memeber_registration_fee,Memeber registration fee is a SubClassOf some is designed for IASTED member and is a SubClassOf Registration fee
iasted-Modelling,Modelling is a SubClassOf Research
iasted-Money,Money is a SuperClassOf Sponzorship and is a SuperClassOf Tax and is a SuperClassOf Tip and is a SuperClassOf Fee and is paid by Person and is paid for Activity or Item and is paid in Building and is paid with Item
iasted-Non_speaker,Non speaker is a SubClassOf Delegate and is a SuperClassOf Student non speaker and is a SuperClassOf Worker non speaker
iasted-Nonauthor_registration_fee,Nonauthor registration fee is a SubClassOf some is designed for Non speaker and is a SubClassOf Registration fee
iasted-Nonmember_registration_fee,Nonmember registration fee is a SubClassOf some is designed for IASTED non member and is a SubClassOf Registration fee
iasted-One_conference_day,One conference day is a SubClassOf Conference days
iasted-One_day_presenter,One day presenter is a SubClassOf Delegate
iasted-Overhead_projector,Overhead projector is a SubClassOf Audiovisual equipment
iasted-Payment_document,Payment document is a SubClassOf Document and is a SubClassOf some is designed for Fee or Tax and is a SuperClassOf Cheque and is a SuperClassOf Bank transfer
iasted-Person,Person is a SuperClassOf Sponsor and is a SuperClassOf Delegate and give Activity or Item and is present Time and is present in Place or Time and need Item and obtain Item and occupy Building or City or State and pay Money and prepare Item and send Item and sign Item and speak in Place or Time and write Item
iasted-Place,Place is a SubClassOf some is situated in Conference state and is a SubClassOf some is situated in Conference city and is a SubClassOf Thing and is a SuperClassOf Main office and is a SuperClassOf Session room and is a SuperClassOf Conference hall and is a SuperClassOf Building and is a SuperClassOf Hotel room and is equipped by Item
iasted-Plenary_lecture,Plenary lecture is a SubClassOf Lecture
iasted-Plenary_lecture_speaker,Plenary lecture speaker is a SubClassOf Author and is a SubClassOf some speak in Conference hall
iasted-PowerPoint_presentation,PowerPoint presentation is a SubClassOf Presentation
iasted-Presentation,Presentation is a SubClassOf Conference activity and is a SuperClassOf Video presentation and is a SuperClassOf PowerPoint presentation
iasted-Presenter_city,Presenter city is a SubClassOf some is occupied by Delegate and is a SubClassOf City
iasted-Presenter_house,Presenter house is a SubClassOf Building and is a SubClassOf some is situated in Presenter state and is a SubClassOf some is situated in Presenter city and is a SubClassOf some is occupied by Delegate
iasted-Presenter_state,Presenter state is a SubClassOf some is occupied by Delegate and is a SubClassOf State
iasted-Presenter_university,Presenter university is a SubClassOf Building and is a SubClassOf some is situated in Presenter city and is a SubClassOf some is situated in Presenter state
iasted-Publication,Publication is a SubClassOf Item and is a SubClassOf some is made from Final manuscript and is a SuperClassOf Cd proceening and is a SuperClassOf Book proceeding
iasted-Receiving_manuscript,Receiving manuscript is a SubClassOf Activity before conference
iasted-Record_of_attendance,Record of attendance is a SubClassOf some is signed by Listener and is a SubClassOf Document and is a SubClassOf some is situated in Session room
iasted-Refusing_manuscript,Refusing manuscript is a SubClassOf Activity before conference
iasted-Registation_deadline,Registation deadline is a SubClassOf Deadline
iasted-Registration,Registration is a SubClassOf Conference activity and is a SubClassOf some is designed for Delegate
iasted-Registration_fee,Registration fee is a SubClassOf some is paid by Delegate and is a SubClassOf Fee and is a SubClassOf some is paid for Conference activity and is a SuperClassOf Student registration fee and is a SuperClassOf Nonmember registration fee and is a SuperClassOf Author attendee book registration fee and is a SuperClassOf Nonauthor registration fee and is a SuperClassOf Memeber registration fee and is a SuperClassOf Author attendee cd registration fee
iasted-Registration_form,Registration form is a SubClassOf some is sent by Delegate and is a SubClassOf some is sent before Registation deadline and is a SubClassOf Form
iasted-Renting,Renting is a SubClassOf some is connected with Car and is a SubClassOf Activity before conference
iasted-Research,Research is a SubClassOf Activity before conference and is a SuperClassOf Modelling and is a SuperClassOf Simulating
iasted-Review,Review is a SubClassOf Document and is a SubClassOf some is writen by Reviewer
iasted-Reviewer,Reviewer is a SubClassOf Speaker
iasted-Session,Session is a SubClassOf some is held in Session room and is a SubClassOf Lecture and is a SubClassOf some is given by Author or Session chair and is a SuperClassOf Speaker lecture
iasted-Session_chair,Session chair is a SubClassOf some obtain Brief introduction for Session chair and is a SubClassOf Delegate
iasted-Session_room,Session room is a SubClassOf some is equipped by Audiovisual equipment and is a SubClassOf Place and is a SubClassOf some is situated in Conference building
iasted-Shuttle_bus,Shuttle bus is a SubClassOf Transport vehicle
iasted-Simulating,Simulating is a SubClassOf Research
iasted-Single_hotel_room,Single hotel room is a SubClassOf Hotel room
iasted-Social_program,Social program is a SubClassOf some is designed for Delegate and is a SubClassOf Conference activity and is a SuperClassOf Dinner banquet
iasted-Speaker,Speaker is a SubClassOf some write Final manuscript and is a SubClassOf Delegate and is a SubClassOf some give Lecture and is a SuperClassOf Author and is a SuperClassOf Reviewer
iasted-Speaker_lecture,Speaker lecture is a SubClassOf Session
iasted-Sponsor,Sponsor is a SubClassOf some occupy Sponsor state and is a SubClassOf Person and is a SubClassOf some occupy Sponsor company house and is a SubClassOf some occupy Sponsor city
iasted-Sponsor_city,Sponsor city is a SubClassOf City and is a SubClassOf some is occupied by Sponsor
iasted-Sponsor_company_house,Sponsor company house is a SubClassOf Building and is a SubClassOf some is situated in Sponsor city and is a SubClassOf some is situated in Sponsor state and is a SubClassOf some is occupied by Sponsor
iasted-Sponsor_state,Sponsor state is a SubClassOf State
iasted-Sponzorship,Sponzorship is a SubClassOf Money
iasted-State,State is a SuperClassOf Conference state and is a SuperClassOf Sponsor state and is a SuperClassOf Presenter state
iasted-Student_lecturer,Student lecturer is a SubClassOf Lecturer
iasted-Student_non_speaker,Student non speaker is a SubClassOf Non speaker
iasted-Student_registration_fee,Student registration fee is a SubClassOf some is designed for Student lecturer or Student non speaker and is a SubClassOf Registration fee
iasted-Submission,Submission is a SubClassOf some is writen by Speaker and is a SubClassOf Document and is a SuperClassOf Initial manuscipt and is a SuperClassOf Final manuscript
iasted-Submissions_deadline,Submissions deadline is a SubClassOf Deadline
iasted-Tax,Tax is a SubClassOf Money and is a SuperClassOf Value added tax and is a SuperClassOf Departure tax
iasted-Taxi,Taxi is a SubClassOf Transport vehicle
iasted-Technic_activity,Technic activity is a SubClassOf Conference activity and is a SubClassOf some is given by Technical commitee
iasted-Technical_commitee,Technical commitee is a SubClassOf Delegate and is a SubClassOf some go through Technic activity
iasted-Time,Time is a SuperClassOf Conference days and is a SuperClassOf Trip day and is a SuperClassOf Deadline
iasted-Time_zone,Time zone
iasted-Tip,Tip is a SubClassOf some is paid in Conference restaurant and is a SubClassOf Money
iasted-Transparency,Transparency is a SubClassOf some is prepared by Speaker and is a SubClassOf Document
iasted-Transport_vehicle,Transport vehicle is a SubClassOf some is used by Delegate and is a SubClassOf Item and is a SuperClassOf Car and is a SuperClassOf Shuttle bus and is a SuperClassOf Taxi and is a SuperClassOf Van
iasted-Trip_city,Trip city is a SubClassOf some is visited by Conference Hiker and is a SubClassOf City
iasted-Trip_day,Trip day is a SubClassOf some is designed for Delegate and is a SubClassOf Time
iasted-Tutorial,Tutorial is a SubClassOf Lecture
iasted-Tutorial_speaker,Tutorial speaker is a SubClassOf Author and is a SubClassOf some speak in Conference hall
iasted-Value_added_tax,Value added tax is a SubClassOf Tax
iasted-Van,Van is a SubClassOf Transport vehicle
iasted-Video_cassette_player,Video cassette player is a SubClassOf Audiovisual equipment
iasted-Video_presentation,Video presentation is a SubClassOf Presentation
iasted-Viza,Viza is a SubClassOf Document and is a SubClassOf some is needed for Delegate
iasted-Welcome_address,Welcome address is a SubClassOf Conference activity
iasted-Worker_lecturer,Worker lecturer is a SubClassOf Lecturer
iasted-Worker_non_speaker,Worker non speaker is a SubClassOf Non speaker
iasted-Thing,Thing is a SuperClassOf City and is a SuperClassOf Place
crs_dr-abstract,abstract is a SubClassOf document and part of article article
crs_dr-article,article is a SubClassOf document and article written by author and has abstract abstract and has author author and has reviewer reviewer
crs_dr-author,author is a SubClassOf person and assigns article to conference article and writes article article
crs_dr-chair,chair is a SubClassOf person and assigns reviewers to article reviewer and creates program program
crs_dr-conference,conference is a SubClassOf event and has program program
crs_dr-document,document is a SuperClassOf abstract and is a SuperClassOf review and is a SuperClassOf article
crs_dr-event,event is a SuperClassOf session and is a SuperClassOf conference and is a SuperClassOf pc meeting
crs_dr-participant,participant is a SubClassOf person and submits to conference conference
crs_dr-pc_meeting,pc meeting is a SubClassOf event
crs_dr-person,person is a SuperClassOf author and is a SuperClassOf reviewer and is a SuperClassOf participant and is a SuperClassOf chair
crs_dr-program,program has session session and program created by chair
crs_dr-review,review is a SubClassOf document and review written by reviewer
crs_dr-reviewer,reviewer is a SubClassOf person and writes review review
crs_dr-session,session is a SubClassOf event
MICRO-Activity,Activity is a SubClassOf Thing and is a SubClassOf some isPartOf Conference and is a SubClassOf some isConductedBy Author and is a SuperClassOf Lecture and is a SuperClassOf WorkShop and is a SuperClassOf Tutorial and hasTopic Topic and isPartOf Conference
MICRO-ActivitySubmissionForm,ActivitySubmissionForm is a SubClassOf some hasAuthor Author and is a SubClassOf Thing and is a SubClassOf only isSubmittedBy Author and is a SuperClassOf Paper and is a SuperClassOf TutorialProposal and is a SuperClassOf WorksopProposal and hasAuthor Author
MICRO-Author,Author is a SubClassOf Person and is a SubClassOf at least 0 of conducts and is a SubClassOf at least 0 of conflictsWith and is a SubClassOf some conducts Activity and is a SubClassOf some conflictsWith Author or Organizer or OutsideReferee and is a SubClassOf some isAuthorOf ActivitySubmissionForm and conducts Lecture or Tutorial or WorkShop and conflictsWith Author or Organizer or OutsideReferee and isAuthorOf ActivitySubmissionForm
MICRO-CommitteeMember,CommitteeMember is a SubClassOf Organizer and is a SubClassOf some isMemberOf OrganizingCommittee
MICRO-Conference,Conference is a SubClassOf only isOrganizedBy OrganizingCommittee and is a SubClassOf Thing and isOrganizedBy OrganizingCommittee and takesPlace Location
MICRO-DoubleBlindReview,DoubleBlindReview is a SubClassOf only appliesTo Lecture and is a SubClassOf Thing and is a SubClassOf only isExecutedBy OutsideReferee or Reviewer and isExecutedBy Reviewer
MICRO-FinanceChair,FinanceChair is a SubClassOf OrganizingCommittee
MICRO-GeneralCoChair,GeneralCoChair is a SubClassOf OrganizingCommittee
MICRO-Lecture,Lecture is a SubClassOf Activity and is a SuperClassOf QualitatvieLecture and is a SuperClassOf TraditionalLecture
MICRO-Location,Location
MICRO-Organizer,Organizer is a SubClassOf Person and is a SuperClassOf CommitteeMember and is a SuperClassOf Reviewer
MICRO-OrganizingCommittee,OrganizingCommittee is a SubClassOf some organizes Conference and is a SubClassOf only hasMembers CommitteeMember and is a SubClassOf Thing and is a SuperClassOf PaperSubmissionChair and is a SuperClassOf WorkshopTutorialChair and is a SuperClassOf ProgramCoChair and is a SuperClassOf RegistrationChair and is a SuperClassOf StudentAdvocate and is a SuperClassOf PublicationsChair and is a SuperClassOf FinanceChair and is a SuperClassOf GeneralCoChair and is a SuperClassOf PublicityWebChair and is a SuperClassOf SteeringCommittee and organizes Conference
MICRO-OutsideReferee,OutsideReferee is a SubClassOf Person
MICRO-Paper,Paper is a SubClassOf only appliesTo Lecture and is a SubClassOf ActivitySubmissionForm
MICRO-PaperSubmissionChair,PaperSubmissionChair is a SubClassOf OrganizingCommittee
MICRO-Person,Person is a SuperClassOf OutsideReferee and is a SuperClassOf Author and is a SuperClassOf Organizer
MICRO-ProgramCoChair,ProgramCoChair is a SubClassOf OrganizingCommittee
MICRO-PublicationsChair,PublicationsChair is a SubClassOf OrganizingCommittee
MICRO-PublicityWebChair,PublicityWebChair is a SubClassOf OrganizingCommittee
MICRO-QualitatvieLecture,"QualitatvieLecture is a SubClassOf Lecture and is a SubClassOf some hasTopic one of Compilers, Microarchitecture, or Systems"
MICRO-RegistrationChair,RegistrationChair is a SubClassOf OrganizingCommittee
MICRO-Reviewer,Reviewer is a SubClassOf Organizer and is a SubClassOf some executes DoubleBlindReview and executes DoubleBlindReview
MICRO-SteeringCommittee,SteeringCommittee is a SubClassOf OrganizingCommittee
MICRO-StudentAdvocate,StudentAdvocate is a SubClassOf OrganizingCommittee
MICRO-Topic,Topic isIncluded Activity
MICRO-TraditionalLecture,TraditionalLecture is a SubClassOf Lecture and is a SubClassOf some hasTopic one of ForwardLookingIdea
MICRO-Tutorial,Tutorial is a SubClassOf Activity
MICRO-TutorialProposal,TutorialProposal is a SubClassOf ActivitySubmissionForm and is a SubClassOf only appliesTo Tutorial
MICRO-WorkShop,WorkShop is a SubClassOf Activity
MICRO-WorkshopTutorialChair,WorkshopTutorialChair is a SubClassOf OrganizingCommittee
MICRO-WorksopProposal,WorksopProposal is a SubClassOf only appliesTo WorkShop and is a SubClassOf ActivitySubmissionForm
MICRO-Thing,Thing is a SuperClassOf Activity and is a SuperClassOf DoubleBlindReview and is a SuperClassOf Conference and is a SuperClassOf OrganizingCommittee and is a SuperClassOf ActivitySubmissionForm
ekaw-Abstract,Abstract is a SubClassOf Document and is a SuperClassOf Invited Talk Abstract and is a SuperClassOf Tutorial Abstract
ekaw-Academic_Institution,Academic Institution is a SubClassOf Organisation and is a SuperClassOf Research Institute and is a SuperClassOf University
ekaw-Accepted_Paper,Accepted Paper is a SubClassOf Evaluated Paper and is a SubClassOf some hasReview Positive Review
ekaw-Agency_Staff_Member,Agency Staff Member is a SubClassOf Person
ekaw-Assigned_Paper,Assigned Paper is a SubClassOf Submitted Paper and is a SubClassOf at least 3 of hasReviewer and is a SuperClassOf Evaluated Paper
ekaw-Camera_Ready_Paper,Camera Ready Paper is a SubClassOf Paper and is a SubClassOf some writtenBy Conference Participant and is a SubClassOf some updatedVersionOf Accepted Paper
ekaw-Conference,Conference is a SubClassOf Scientific Event
ekaw-Conference_Banquet,Conference Banquet is a SubClassOf Social Event
ekaw-Conference_Paper,Conference Paper is a SubClassOf Paper
ekaw-Conference_Participant,Conference Participant is a SubClassOf Person and is a SuperClassOf OC Member and is a SuperClassOf Tutorial Chair and is a SuperClassOf Late-Registered Participant and is a SuperClassOf Workshop Chair and is a SuperClassOf PC Chair and is a SuperClassOf Presenter and is a SuperClassOf Session Chair and is a SuperClassOf Demo Chair and is a SuperClassOf Early-Registered Participant
ekaw-Conference_Proceedings,Conference Proceedings is a SubClassOf only volumeContainsPaper Conference Paper or Invited Talk Abstract and is a SubClassOf Proceedings
ekaw-Conference_Session,Conference Session is a SubClassOf Session and is a SubClassOf some partOfEvent Conference and is a SuperClassOf Industrial Session
ekaw-Conference_Trip,Conference Trip is a SubClassOf Social Event
ekaw-Contributed_Talk,Contributed Talk is a SubClassOf Individual Presentation and is a SubClassOf exactly 1 of presentationOfPaper and is a SubClassOf some presentationOfPaper Camera Ready Paper
ekaw-Demo_Chair,Demo Chair is a SubClassOf Conference Participant
ekaw-Demo_Paper,Demo Paper is a SubClassOf Paper
ekaw-Demo_Session,Demo Session is a SubClassOf Session
ekaw-Document,Document is a SuperClassOf Review and is a SuperClassOf Web Site and is a SuperClassOf Abstract and is a SuperClassOf Multi-author Volume and is a SuperClassOf Programme Brochure and is a SuperClassOf Paper and is a SuperClassOf Flyer and hasUpdatedVersion Document and updatedVersionOf Document and writtenBy Person
ekaw-Early-Registered_Participant,Early-Registered Participant is a SubClassOf Conference Participant
ekaw-Evaluated_Paper,Evaluated Paper is a SubClassOf at least 3 of hasReview and is a SubClassOf Assigned Paper and is a SuperClassOf Accepted Paper and is a SuperClassOf Rejected Paper
ekaw-Event,Event is a SuperClassOf Social Event and is a SuperClassOf Scientific Event and eventOnList Programme Brochure or Web Site and hasEvent Event and heldIn Location and organisedBy Organisation or Person and partOfEvent Event
ekaw-Flyer,Flyer is a SubClassOf Document
ekaw-Individual_Presentation,Individual Presentation is a SubClassOf Scientific Event and is a SuperClassOf Contributed Talk and is a SuperClassOf Invited Talk and is a SuperClassOf Tutorial and presentationOfPaper Abstract or Paper
ekaw-Industrial_Paper,Industrial Paper is a SubClassOf Paper
ekaw-Industrial_Session,Industrial Session is a SubClassOf Conference Session
ekaw-Invited_Speaker,Invited Speaker is a SubClassOf Presenter
ekaw-Invited_Talk,Invited Talk is a SubClassOf Individual Presentation
ekaw-Invited_Talk_Abstract,Invited Talk Abstract is a SubClassOf Abstract
ekaw-Late-Registered_Participant,Late-Registered Participant is a SubClassOf Conference Participant
ekaw-Location,Location locationOf Event
ekaw-Multi-author_Volume,Multi-author Volume is a SubClassOf Document and is a SuperClassOf Proceedings
ekaw-Negative_Review,Negative Review is a SubClassOf Review
ekaw-Neutral_Review,Neutral Review is a SubClassOf Review
ekaw-OC_Chair,OC Chair is a SubClassOf OC Member
ekaw-OC_Member,OC Member is a SubClassOf Conference Participant and is a SuperClassOf OC Chair
ekaw-Organisation,Organisation is a SuperClassOf Academic Institution and is a SuperClassOf Organising Agency and is a SuperClassOf Proceedings Publisher and publisherOf Flyer or Multi-author Volume or Programme Brochure or Web Site
ekaw-Organising_Agency,Organising Agency is a SubClassOf Organisation
ekaw-PC_Chair,PC Chair is a SubClassOf Conference Participant and is a SubClassOf PC Member
ekaw-PC_Member,PC Member is a SubClassOf Possible Reviewer and is a SuperClassOf Tutorial Chair and is a SuperClassOf PC Chair and is a SuperClassOf SC Member and is a SuperClassOf Session Chair and is a SuperClassOf Workshop Chair
ekaw-Paper,Paper is a SubClassOf Document and is a SuperClassOf Workshop Paper and is a SuperClassOf Camera Ready Paper and is a SuperClassOf Regular Paper and is a SuperClassOf Demo Paper and is a SuperClassOf Submitted Paper and is a SuperClassOf Industrial Paper and is a SuperClassOf Poster Paper and is a SuperClassOf Conference Paper and hasReview Review and hasReviewer Possible Reviewer
ekaw-Paper_Author,Paper Author is a SubClassOf Person
